Id,SalePrice
1461,11.713612826607628
1462,11.926408090964001
1463,12.107875687195143
1464,12.122689569061146
1465,12.201034031748312
1466,12.094679157169319
1467,12.00909477594861
1468,12.072045711649716
1469,12.167505488247793
1470,11.705671237043285
1471,12.123894207841785
1472,11.42419279795431
1473,11.487961747461647
1474,11.919473564158722
1475,11.891196143679236
1476,12.87636746096957
1477,12.457877113409067
1478,12.62400585841184
1479,12.529865985966554
1480,13.08920588578572
1481,12.721053129036669
1482,12.257789142213152
1483,12.073393906613868
1484,12.081079325095505
1485,12.059349730068144
1486,12.189425825905703
1487,12.721360187864656
1488,12.362235049494386
1489,12.247472117316242
1490,12.166643125925955
1491,12.136700265468674
1492,11.512162341282382
1493,12.06403743441322
1494,12.606061707659302
1495,12.587341764779671
1496,12.285682360753551
1497,12.139100308960321
1498,11.964685606670615
1499,11.938549688426376
1500,11.94354969697257
1501,12.113100874392508
1502,12.02599006366964
1503,12.463191186181042
1504,12.345464024230715
1505,12.267896078048826
1506,12.230032637233519
1507,12.324026975678935
1508,12.272645275578343
1509,12.032523724152332
1510,11.946668447032039
1511,11.923696631807934
1512,12.005371083634303
1513,11.825084701168041
1514,11.878284111717708
1515,11.998395129596505
1516,12.00536088395663
1517,11.927943291847436
1518,11.787351880978639
1519,12.280710161950223
1520,11.8578470809855
1521,11.871736254832348
1522,12.027367435334405
1523,11.661485389659179
1524,11.707084311401353
1525,11.734502395130942
1526,11.728311250534023
1527,11.532091457230422
1528,11.741016763285735
1529,11.855241148538266
1530,12.008151287190852
1531,11.671912384800324
1532,11.55140076579542
1533,11.841864492638855
1534,11.697381531141382
1535,11.857950437706528
1536,11.677340343528565
1537,11.336564135956618
1538,12.058166682415267
1539,12.293019387061982
1540,11.621825997409623
1541,11.846707399125997
1542,11.826062135818985
1543,12.290848307270242
1544,11.203941447801856
1545,11.462846990917102
1546,11.704902213611613
1547,11.778167981242536
1548,11.765318105331405
1549,11.555745904104201
1550,11.862316129525892
1551,11.631401095352516
1552,11.776498530304893
1553,11.834673703456007
1554,11.623827714938157
1555,12.136317535498572
1556,11.672178796777967
1557,11.784894125954711
1558,11.342307705564622
1559,11.617753617390205
1560,11.85347877448046
1561,11.785970624410856
1562,11.781689976592467
1563,11.755458838785641
1564,11.966672899328854
1565,11.946979123036625
1566,12.300880802991035
1567,11.328337888076858
1568,12.321635340180995
1569,11.890081317919039
1570,11.770703225690406
1571,11.758875561364055
1572,11.881631713735427
1573,12.380192038792563
1574,11.885561408757168
1575,12.207324919728146
1576,12.213397896384345
1577,12.220643477114177
1578,12.019830580505563
1579,11.884229770178399
1580,12.148781439212053
1581,11.834896742741474
1582,11.769213465661807
1583,12.637661567932293
1584,12.387619415817888
1585,11.851534882191686
1586,11.17962685847289
1587,11.578541186574533
1588,11.919060589158514
1589,11.500687827481226
1590,11.779410790192031
1591,11.506967200896867
1592,11.70179560877874
1593,11.652508995880336
1594,11.652316991964707
1595,11.751636276755626
1596,12.393171229611706
1597,12.030270840824548
1598,12.122421190651282
1599,12.120630949592515
1600,12.129793311894904
1601,11.290393668910042
1602,11.59072830474485
1603,11.397886314824365
1604,12.509829663012788
1605,12.479565794336668
1606,12.031870919542266
1607,12.00392703984713
1608,12.27007331127897
1609,12.228813586620252
1610,12.02804218583688
1611,11.951796340978804
1612,11.920652419847757
1613,11.966706718951636
1614,11.6828422713683
1615,11.30971154256431
1616,11.28768872864427
1617,11.368388138887122
1618,11.7495929805745
1619,11.815784858248541
1620,12.010310163170097
1621,11.76256583893215
1622,11.840445762717765
1623,12.50104695101154
1624,12.125484847464703
1625,11.699619938275054
1626,12.029962655652866
1627,12.120161371029413
1628,12.514144072408433
1629,12.058721729107216
1630,12.731213039313593
1631,12.361883677712735
1632,12.507181936214579
1633,12.044054323522476
1634,12.140573827380416
1635,12.091056673023223
1636,11.981032840234313
1637,12.213930646180607
1638,12.274884038840677
1639,12.168377503734359
1640,12.410917348017252
